Date,F0,F1,F2,F3,F4,F5,F6,F7
2020-03-27,0.4018733366168736,0.7235105183986835,-1.3911323473771127,0.7121924122483442,-0.4457581116152938,0.9441168874720035,-0.6999412319707807,0.3729181429074375
2020-03-30,-2.4860391090847154,0.5277058470483224,-1.6799672436806519,-1.1279969623662052,-0.7296067122803932,-1.2824591442884588,-0.20241090834597397,0.5785485306976687
2020-03-31,0.7904958243431075,-1.0291403195196893,-0.18613752180122148,-0.4092908058626838,-0.5066767314181763,-1.1434298481436125,0.39745405964752023,0.4637210947832137
2020-04-01,0.643813261712636,0.3194227697601226,-0.48961054360824313,0.5834109285910865,0.9618623743076447,0.042110343853826324,-0.4863358790636708,0.2352794739765316
2020-04-02,-2.8976607487142867,-1.0581501077666717,-1.1678965502410512,-1.2870351789685237,1.0991786989366705,-0.9581590322537286,0.6300636454994151,0.8024588767797463
2020-04-03,-0.30565142402166384,0.18373818527587304,-0.3769560105882511,0.585102479417571,-0.07167722635849695,-0.14516951124449978,-0.23112751610678478,-0.11855088977354897
2020-04-06,-1.2897387584146225,0.7922651968132671,0.27893667294766483,-0.0944350512383671,0.35475619434501093,0.2033035732172456,1.1554128524408356,0.13287417637550997
2020-04-07,0.619138825734554,-1.5147669369131596,0.7976741361609603,0.41690447934406166,0.15910936690365787,-0.3918025839974647,0.190267503289128,-0.7921605703667781
2020-04-08,-1.9788619762229704,-1.0266306100550806,-0.129550870708366,-1.9381788597616294,-0.3715575644661526,-0.4165554295250723,0.34121912126149373,0.6698266766798714
2020-04-09,-1.1887370108543633,0.008997498891456528,1.2728158125131672,-0.21415206884885837,-0.922873456794317,0.2147663278893133,-1.348318484305268,-1.461720040066054
2020-04-13,2.5674930418569235,1.1032165278015837,-0.9571991321511437,0.5965108596433365,0.0944756985229577,-1.4125488813975586,0.78721480634841,0.10880054976580517
2020-04-14,-0.7912822797644278,2.0115464154661553,-1.9644810452705601,-0.23088046278534813,-0.11939228180401683,-0.8548208558774039,0.6142772465573101,-0.02490450735448357
2020-04-15,1.3103434595515477,1.1585257491637155,-0.9419067918158833,-0.005897258562834118,-0.7621754063155272,-0.9292003858682193,0.03752057321199121,-0.00562358999916373
2020-04-16,0.7536090155808615,1.4403760871415743,-1.8305411052684304,-0.24338503493948854,0.09610824590855435,-0.6220961075236253,-0.0677533279387837,-0.470360713303647
2020-04-17,-2.417314007567288,-2.584186297813227,1.630082839177364,-0.6789745252769724,0.34188146120484847,-0.03171894266375401,-0.39707946977218433,0.24355816004456873
2020-04-20,1.0889763734154017,0.6937177075659282,0.18818451105505896,-0.7475789611620983,-0.45064875488466,-0.08408896114977658,-0.23743731549788066,-0.2233679827703368
2020-04-21,0.19480424649568417,-0.8306963349127104,0.6946298058682037,1.0577216488518046,-0.038650662602127024,0.4905992909277964,0.17456948306976244,-0.23533708520929597
2020-04-22,0.1454078367352771,0.462944348135212,-0.3311233817451166,-0.6876484116112193,0.30766621787075554,0.2534883267154193,0.7670784569543543,0.5439448993517141
2020-04-23,-0.3385979930693985,-1.0489541427734526,0.2967685259961264,-0.6861033745221435,-0.5667151724000055,-0.9171378286848259,0.08224011245341944,0.4391030851121956
2020-04-24,-0.4837006565459428,0.26004498074312377,-0.5667449423796018,-0.564495467736453,0.5178353205207346,-0.025256234772558533,0.02852339578899715,-0.5393752208252618
2020-04-27,-1.1667193918073686,-1.0905665762789754,0.6788110664692573,-0.8333555085783878,-0.3887105327499075,0.429580426989748,0.33919687079112926,-0.9459357984851515
2020-04-28,-0.866937330542339,-1.7493194212506353,0.8841285289302503,1.0592925558209303,1.0211745900039668,1.0602099227329267,-0.5176359520143466,-0.0003695283543986102
2020-04-29,1.0538951050339138,-0.5814842028602988,2.0449091335555,-0.10757523062234449,0.046228587015871424,-1.0751192534286829,1.4705036742536601,-0.020997037759330407
2020-04-30,1.2773139705224108,1.1543845929231327,-0.004537578861123226,0.13573106009309752,-1.3152854940069654,-0.8873271788744707,-0.2660080073259088,-0.20425732752708148
2020-05-01,-0.46921726240558004,0.7815912614568815,0.02743962353224266,0.7583868606438778,-0.12836204623245406,0.9463993080351377,-0.4489809950923455,0.07289965508994782
2020-05-04,1.2583085686482605,0.7496966316951208,0.10894599582860041,-0.07257176028340935,1.0279424317023793,-0.6637000094664701,0.6643596335243888,0.3794715970601006
2020-05-05,-0.49528678313036,0.5550197190062759,-0.667323878787774,-1.446892801439626,-0.5087343469619365,0.19490698301711912,0.26201262039915924,0.23286320787425457
2020-05-06,1.418926647123028,0.5856395005744814,0.1555687692366422,-0.19269172545090796,-0.09162821917896774,-0.04420917098429024,0.4600207756509298,-0.13604860442231304
2020-05-07,0.501593629510074,-0.33458757055752947,1.783874093776541,0.5689024936260514,0.48472593043437656,0.29995189190302984,0.0712986855195157,-0.7586466409221259
2020-05-08,-0.9240752824538024,-1.3294793616574234,-0.19991961979279987,0.4766248312521163,0.9737475252712726,-0.479014043309652,-0.04962080308198559,0.15422870273772524
2020-05-11,0.27785977980447024,1.6172385699506002,-1.1727254884819267,-1.5318106169120393,-0.7727280107588912,-0.3535414862487964,0.3349390777810128,0.24216462073043296
2020-05-12,-0.10621490842271444,0.19216370785267003,-0.07444173550472738,0.04700661529422819,0.08148023591311075,0.16275078515503513,-0.17796809392794366,0.20109787025286674
2020-05-13,0.34923187768367747,0.47164715268864443,-0.5963246914385597,0.30484208437237215,-0.8759814695444798,0.1161503771883155,0.28485745974764504,-0.13887818658709125
2020-05-14,-0.3790746981052243,-1.2836162348641393,-0.10978238184556262,-0.5690212821190038,-0.489848780872339,0.182795175884485,0.20295079816217443,0.09704958904250532
2020-05-15,-0.264447336936772,1.161311589154649,0.39872254305206417,-0.11886580703351553,-0.39678661739408955,-0.6248374890577587,-0.430739608262687,-0.11951696366481593
2020-05-18,-1.2929347305472363,-3.008163084542144,1.2643589618329256,0.7474457692260618,1.2030867009522797,0.5377045395356483,0.3965466923510074,-0.5527688092703094
2020-05-19,1.3678550314253008,0.6705927860915436,0.7704929663960358,0.36149462198459187,-0.12976897682874172,0.14307050705122357,0.1685175042952324,0.11749993763954383
2020-05-20,-0.05456885472451265,-1.2355976298416012,0.8235503826305861,0.9331678596785306,0.6902425573519079,-0.4197753243525632,0.5600195421507425,-0.18139565644863143
2020-05-21,-0.21399233291325198,-0.10848782431173866,0.2471749496524381,0.23704047163710693,-0.4055947388727308,-0.02735199478127968,-0.5242386921524682,-0.1742805329583635
2020-05-22,0.32681463647445097,0.2664627428023329,-0.163616838261138,-0.21027446867704824,0.045035869747939154,0.3327043640683801,0.03544073640643133,-0.06562526132281751
2020-05-26,-1.6788999699591554,-2.9617537488938646,1.2120759573787006,0.8730952990502028,0.4548452529397834,0.3589842534285052,-0.696330656055015,0.03400753351952042
2020-05-27,-1.2200282049345186,-1.973557957177728,0.17943109086854778,0.06049364684796555,0.34589711416636587,0.5467863431631955,-1.1708635775977538,-0.6945409083302432
2020-05-28,-1.1210012660659985,1.870694496629772,-0.6597047620144487,-0.7096638178113862,-0.3173729115220433,0.6303295307720682,-0.0036209062748219964,0.5578029928918703
2020-05-29,0.42335848384659086,0.1479113686228971,-1.343635820902842,-1.131166836988185,0.10263851130641377,0.002929248725683897,0.8765763646569209,0.28579134684581325
